fk_reporte_users,fk_reporte_tipo,fecha_creacion,fecha_resuelto,latitud,longitud,codigo_postal
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2025-03-06T05:28:25.675588,,19.514103,-99.203258,06470
8e3b954e-dc69-4721-b2f3-01613f067ce4,1,2024-11-15T07:33:55.675588,2024-11-17T23:33:55.675588,19.32043,-99.12277,01000
8e3b954e-dc69-4721-b2f3-01613f067ce4,3,2024-11-09T04:58:23.675588,,19.421288,-99.092366,09030
aaa43b55-8601-41a6-b395-f04faeeef174,48,2025-02-19T16:39:48.675588,,19.510203,-99.115297,01000
6d1cefac-504a-40ea-9983-cb638b3de3b3,57,2024-12-26T08:17:33.675588,2024-12-28T00:17:33.675588,19.414539,-99.127388,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2024-12-20T19:51:22.675588,,19.364575,-99.090363,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2025-01-14T21:44:17.675588,,19.444263,-99.191335,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2024-11-30T07:19:10.675588,,19.375056,-99.203648,09030
aaa43b55-8601-41a6-b395-f04faeeef174,19,2024-11-13T05:55:35.675588,,19.471295,-99.213751,09030
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,44,2025-03-02T12:10:18.675588,2025-03-04T18:10:18.675588,19.301706,-99.170939,04200
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2025-03-14T21:58:40.675588,2025-03-16T03:58:40.675588,19.308574,-99.074918,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2025-02-15T04:03:45.675588,,19.392262,-99.153167,
c456ad34-ae59-4960-88f3-bb5b5f6f1783,48,2025-03-14T23:37:29.675588,,19.332846,-99.065447,06470
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,1,2024-12-02T11:17:16.675588,2024-12-03T17:17:16.675588,19.507311,-99.249451,04200
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,1,2025-02-24T22:41:14.675588,,19.364416,-99.26143,09030
15ee040d-6e71-4459-82e6-00820161d282,44,2024-12-26T11:15:23.675588,2024-12-26T22:15:23.675588,19.380022,-99.270778,09030
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,3,2024-11-26T20:04:21.675588,2024-11-26T23:04:21.675588,19.366374,-99.285071,01000
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,1,2024-12-04T19:43:59.675588,,19.418809,-99.241756,06470
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,27,2025-02-18T23:15:17.675588,,19.470968,-99.086493,
15ee040d-6e71-4459-82e6-00820161d282,39,2025-03-11T04:08:23.675588,,19.336293,-99.19238,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,27,2025-04-16T14:54:17.675588,2025-04-17T13:54:17.675588,19.446525,-99.266874,
aaa43b55-8601-41a6-b395-f04faeeef174,3,2025-01-05T17:03:45.675588,,19.436538,-99.268737,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,39,2024-11-02T12:57:06.675588,2024-11-03T06:57:06.675588,19.301559,-99.066271,09030
6d1cefac-504a-40ea-9983-cb638b3de3b3,52,2025-01-25T03:15:22.675588,,19.475472,-99.244757,01000
777781de-b3e5-435d-b1ec-c338e2d534f2,52,2025-01-07T10:41:39.675588,2025-01-07T22:41:39.675588,19.419886,-99.190679,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,48,2025-03-31T05:59:28.675588,,19.346982,-99.221102,04200
c456ad34-ae59-4960-88f3-bb5b5f6f1783,39,2025-01-27T22:47:37.675588,,19.49852,-99.066286,04200
15ee040d-6e71-4459-82e6-00820161d282,48,2025-02-01T09:51:05.675588,2025-02-04T08:51:05.675588,19.332966,-99.120749,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,27,2025-02-16T21:49:44.675588,,19.404407,-99.19127,
aaa43b55-8601-41a6-b395-f04faeeef174,6,2025-02-20T01:15:13.675588,,19.380922,-99.201132,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,44,2025-03-03T02:24:11.675588,,19.406482,-99.111166,09030
15ee040d-6e71-4459-82e6-00820161d282,1,2024-12-01T16:14:32.675588,,19.486503,-99.187377,09030
15ee040d-6e71-4459-82e6-00820161d282,57,2025-04-05T16:21:19.675588,2025-04-06T14:21:19.675588,19.390016,-99.149782,01000
777781de-b3e5-435d-b1ec-c338e2d534f2,19,2024-11-29T02:54:17.675588,2024-11-30T01:54:17.675588,19.54883,-99.220228,09030
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,39,2025-03-08T06:06:24.675588,,19.430114,-99.227067,
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,27,2025-01-13T22:57:35.675588,,19.432178,-99.056844,01000
395f67a2-b8a9-45e5-91c4-cae02e66c936,57,2024-12-08T07:05:07.675588,,19.439149,-99.272269,04200
777781de-b3e5-435d-b1ec-c338e2d534f2,3,2024-12-24T16:52:45.675588,,19.494674,-99.126173,04200
6d1cefac-504a-40ea-9983-cb638b3de3b3,27,2024-11-19T17:29:36.675588,,19.35591,-99.237894,06470
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2024-12-19T08:35:04.675588,,19.46615,-99.294759,04200
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,44,2024-11-22T16:22:30.675588,,19.411988,-99.226427,06470
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,57,2025-02-13T13:12:38.675588,,19.501129,-99.206791,09030
6d1cefac-504a-40ea-9983-cb638b3de3b3,27,2025-04-16T14:55:11.675588,2025-04-18T23:55:11.675588,19.545552,-99.146187,04200
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,1,2024-11-02T09:43:10.675588,2024-11-04T13:43:10.675588,19.535697,-99.108404,
6d1cefac-504a-40ea-9983-cb638b3de3b3,39,2025-03-23T09:24:41.675588,,19.464644,-99.080395,06470
15ee040d-6e71-4459-82e6-00820161d282,48,2024-12-15T05:58:01.675588,,19.469491,-99.112662,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,27,2025-01-30T10:28:06.675588,2025-01-31T11:28:06.675588,19.441819,-99.256209,09030
15ee040d-6e71-4459-82e6-00820161d282,19,2025-04-25T16:10:49.675588,,19.319442,-99.243685,04200
8e3b954e-dc69-4721-b2f3-01613f067ce4,27,2025-03-12T20:02:36.675588,2025-03-15T06:02:36.675588,19.479814,-99.177797,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,57,2024-11-27T09:14:28.675588,2024-11-29T15:14:28.675588,19.456568,-99.239342,
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,52,2024-11-07T03:59:04.675588,,19.459129,-99.218289,01000
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,27,2024-12-23T21:42:42.675588,,19.445296,-99.200071,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,1,2024-12-31T15:01:33.675588,2025-01-01T03:01:33.675588,19.500672,-99.192497,09030
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2024-11-27T03:03:49.675588,,19.392146,-99.182011,04200
aaa43b55-8601-41a6-b395-f04faeeef174,27,2024-11-11T10:05:04.675588,2024-11-13T23:05:04.675588,19.497931,-99.263521,09030
8e3b954e-dc69-4721-b2f3-01613f067ce4,27,2024-11-04T21:59:17.675588,,19.325258,-99.298567,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2025-01-02T16:41:52.675588,2025-01-02T21:41:52.675588,19.441364,-99.080072,01000
395f67a2-b8a9-45e5-91c4-cae02e66c936,27,2024-12-03T04:56:12.675588,,19.44869,-99.157754,
c456ad34-ae59-4960-88f3-bb5b5f6f1783,1,2024-12-24T19:17:36.675588,,19.337028,-99.139794,06470
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,57,2025-03-12T16:10:04.675588,,19.390712,-99.094316,
15ee040d-6e71-4459-82e6-00820161d282,1,2025-02-04T20:32:21.675588,,19.453497,-99.123462,
15ee040d-6e71-4459-82e6-00820161d282,6,2025-02-18T18:01:04.675588,,19.503421,-99.198269,
395f67a2-b8a9-45e5-91c4-cae02e66c936,57,2024-12-04T14:58:47.675588,,19.486981,-99.181913,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,19,2025-01-06T14:25:38.675588,2025-01-06T17:25:38.675588,19.349943,-99.27401,
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2025-03-13T05:23:18.675588,2025-03-15T03:23:18.675588,19.307855,-99.239957,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,3,2025-04-26T15:16:56.675588,,19.497419,-99.278312,
c456ad34-ae59-4960-88f3-bb5b5f6f1783,39,2025-04-25T21:50:03.675588,,19.527897,-99.062206,06470
c456ad34-ae59-4960-88f3-bb5b5f6f1783,39,2024-12-07T08:25:50.675588,,19.342418,-99.204136,01000
8e3b954e-dc69-4721-b2f3-01613f067ce4,19,2025-04-06T14:53:21.675588,2025-04-09T01:53:21.675588,19.419223,-99.113434,
8e3b954e-dc69-4721-b2f3-01613f067ce4,48,2025-03-17T17:29:55.675588,,19.397865,-99.053946,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,3,2025-02-26T17:09:50.675588,,19.305522,-99.227935,04200
6d1cefac-504a-40ea-9983-cb638b3de3b3,52,2025-03-05T06:48:12.675588,,19.51637,-99.108611,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,6,2025-01-09T16:45:55.675588,,19.39125,-99.154373,
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,19,2025-04-01T21:46:57.675588,2025-04-02T19:46:57.675588,19.540698,-99.082641,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2025-01-05T19:34:20.675588,,19.428302,-99.071044,
8e3b954e-dc69-4721-b2f3-01613f067ce4,27,2025-03-06T12:59:29.675588,,19.512493,-99.195219,01000
395f67a2-b8a9-45e5-91c4-cae02e66c936,27,2024-12-22T20:18:12.675588,2024-12-23T03:18:12.675588,19.456938,-99.143701,09030
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,1,2024-12-08T12:15:49.675588,,19.371994,-99.282897,04200
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2025-02-02T15:15:17.675588,,19.415275,-99.070074,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,1,2024-12-30T06:53:02.675588,2025-01-01T23:53:02.675588,19.467704,-99.283384,06470
c456ad34-ae59-4960-88f3-bb5b5f6f1783,6,2025-02-12T12:49:33.675588,,19.538241,-99.10006,09030
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,27,2025-04-09T15:58:01.675588,,19.505538,-99.182498,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,27,2025-01-30T19:43:52.675588,2025-01-31T13:43:52.675588,19.531659,-99.149313,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,6,2025-02-19T00:14:27.675588,,19.344838,-99.235756,04200
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,52,2025-01-06T06:17:15.675588,,19.384862,-99.29328,09030
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2025-02-04T04:02:32.675588,,19.426823,-99.092652,04200
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,6,2025-01-16T05:20:45.675588,,19.301644,-99.296548,01000
15ee040d-6e71-4459-82e6-00820161d282,52,2025-03-17T00:27:36.675588,2025-03-17T17:27:36.675588,19.307191,-99.115928,04200
777781de-b3e5-435d-b1ec-c338e2d534f2,44,2024-12-12T10:36:21.675588,2024-12-13T15:36:21.675588,19.367162,-99.126955,09030
395f67a2-b8a9-45e5-91c4-cae02e66c936,57,2024-11-06T21:53:34.675588,,19.358801,-99.063879,09030
c456ad34-ae59-4960-88f3-bb5b5f6f1783,19,2025-03-03T01:26:54.675588,2025-03-04T05:26:54.675588,19.533799,-99.171095,04200
15ee040d-6e71-4459-82e6-00820161d282,3,2025-03-26T22:22:16.675588,,19.419096,-99.085494,09030
6d1cefac-504a-40ea-9983-cb638b3de3b3,27,2025-01-12T13:22:00.675588,,19.376145,-99.093147,
395f67a2-b8a9-45e5-91c4-cae02e66c936,6,2025-02-04T01:44:32.675588,2025-02-06T13:44:32.675588,19.515478,-99.155566,09030
8e3b954e-dc69-4721-b2f3-01613f067ce4,3,2025-04-26T18:48:40.675588,2025-04-27T18:48:40.675588,19.40532,-99.150009,09030
aaa43b55-8601-41a6-b395-f04faeeef174,1,2025-03-02T18:06:02.675588,,19.423859,-99.05308,04200
15ee040d-6e71-4459-82e6-00820161d282,44,2025-02-15T22:47:07.675588,2025-02-16T01:47:07.675588,19.316846,-99.2552,01000
15ee040d-6e71-4459-82e6-00820161d282,6,2025-01-11T08:32:33.675588,2025-01-12T03:32:33.675588,19.478493,-99.296009,
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2025-04-10T14:38:37.675588,,19.495541,-99.206215,04200
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,19,2025-02-08T15:18:57.675588,2025-02-10T14:18:57.675588,19.386562,-99.235788,01000
15ee040d-6e71-4459-82e6-00820161d282,52,2025-01-02T20:50:44.675588,,19.359879,-99.222149,04200
6d1cefac-504a-40ea-9983-cb638b3de3b3,6,2025-01-09T12:22:59.675588,2025-01-09T20:22:59.675588,19.457274,-99.189861,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,39,2025-04-23T19:42:23.675588,,19.437454,-99.149881,06470
395f67a2-b8a9-45e5-91c4-cae02e66c936,3,2025-03-02T02:29:54.675588,,19.37302,-99.295776,06470
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,6,2025-02-07T08:04:56.675588,,19.324469,-99.074081,06470
777781de-b3e5-435d-b1ec-c338e2d534f2,57,2024-11-06T08:09:26.675588,,19.368532,-99.241315,09030
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,48,2025-01-11T06:11:09.675588,2025-01-12T02:11:09.675588,19.472385,-99.299003,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,52,2025-03-11T22:27:01.675588,,19.411548,-99.124846,04200
c456ad34-ae59-4960-88f3-bb5b5f6f1783,48,2025-04-25T18:34:55.675588,,19.386532,-99.064474,04200
395f67a2-b8a9-45e5-91c4-cae02e66c936,19,2025-02-05T02:38:47.675588,,19.495604,-99.155563,01000
aaa43b55-8601-41a6-b395-f04faeeef174,39,2025-04-07T02:06:42.675588,,19.345491,-99.288193,04200
aaa43b55-8601-41a6-b395-f04faeeef174,6,2025-03-19T06:00:48.675588,,19.478426,-99.182302,09030
15ee040d-6e71-4459-82e6-00820161d282,3,2025-02-14T00:47:25.675588,,19.314773,-99.130183,04200
c456ad34-ae59-4960-88f3-bb5b5f6f1783,48,2025-01-09T13:30:42.675588,,19.387033,-99.201363,04200
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,1,2025-02-02T22:44:25.675588,2025-02-05T16:44:25.675588,19.38118,-99.262546,
395f67a2-b8a9-45e5-91c4-cae02e66c936,3,2025-02-08T13:47:32.675588,,19.469891,-99.171921,
6d1cefac-504a-40ea-9983-cb638b3de3b3,57,2025-04-18T04:03:44.675588,,19.38942,-99.11487,
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,44,2025-04-08T05:15:02.675588,,19.334398,-99.252953,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2025-02-08T07:03:21.675588,,19.459252,-99.054947,06470
15ee040d-6e71-4459-82e6-00820161d282,3,2025-01-27T01:22:29.675588,2025-01-29T07:22:29.675588,19.305623,-99.251591,04200
777781de-b3e5-435d-b1ec-c338e2d534f2,6,2024-12-17T20:03:09.675588,,19.402825,-99.129804,06470
15ee040d-6e71-4459-82e6-00820161d282,39,2025-04-26T01:35:48.675588,,19.438038,-99.195138,09030
aaa43b55-8601-41a6-b395-f04faeeef174,48,2024-11-15T06:49:17.675588,,19.531696,-99.203453,06470
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,52,2024-11-12T20:56:26.675588,,19.527064,-99.098416,04200
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,19,2025-04-06T11:49:28.675588,,19.506286,-99.158616,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2024-11-15T17:44:31.675588,,19.3614,-99.286152,09030
395f67a2-b8a9-45e5-91c4-cae02e66c936,3,2024-11-09T02:58:37.675588,2024-11-11T22:58:37.675588,19.400668,-99.154536,
aaa43b55-8601-41a6-b395-f04faeeef174,44,2025-03-10T21:56:03.675588,,19.324015,-99.257069,01000
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,39,2025-01-06T03:00:22.675588,,19.410254,-99.28195,06470
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,6,2025-03-19T18:57:30.675588,,19.402362,-99.138871,06470
777781de-b3e5-435d-b1ec-c338e2d534f2,48,2025-02-19T08:31:51.675588,,19.490617,-99.224285,
15ee040d-6e71-4459-82e6-00820161d282,48,2025-01-24T13:53:32.675588,,19.389962,-99.118916,06470
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,3,2025-03-17T22:48:41.675588,,19.453272,-99.188469,04200
15ee040d-6e71-4459-82e6-00820161d282,6,2025-01-11T20:12:37.675588,,19.547295,-99.264131,01000
395f67a2-b8a9-45e5-91c4-cae02e66c936,6,2024-11-28T09:56:39.675588,,19.394523,-99.282736,
15ee040d-6e71-4459-82e6-00820161d282,44,2024-11-30T06:30:05.675588,,19.435367,-99.221692,01000
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,39,2025-02-19T15:32:04.675588,2025-02-20T12:32:04.675588,19.462704,-99.210575,01000
15ee040d-6e71-4459-82e6-00820161d282,52,2025-03-11T13:42:41.675588,,19.494052,-99.194826,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,39,2025-01-28T14:54:14.675588,,19.428327,-99.151263,01000
6d1cefac-504a-40ea-9983-cb638b3de3b3,27,2025-04-21T12:53:02.675588,,19.308104,-99.146975,01000
777781de-b3e5-435d-b1ec-c338e2d534f2,1,2025-03-22T23:58:52.675588,,19.543277,-99.266111,01000
aaa43b55-8601-41a6-b395-f04faeeef174,44,2025-04-27T15:42:16.675588,,19.461679,-99.15035,01000
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,19,2025-01-18T03:42:46.675588,2025-01-18T16:42:46.675588,19.460448,-99.159623,09030
8e3b954e-dc69-4721-b2f3-01613f067ce4,52,2025-03-20T22:21:00.675588,,19.452481,-99.268208,09030
777781de-b3e5-435d-b1ec-c338e2d534f2,48,2025-01-26T00:42:51.675588,,19.337321,-99.163369,01000
395f67a2-b8a9-45e5-91c4-cae02e66c936,44,2025-04-02T03:22:29.675588,,19.325048,-99.222494,01000
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,27,2025-03-28T01:04:14.675588,,19.303417,-99.075343,
15ee040d-6e71-4459-82e6-00820161d282,1,2025-03-08T19:58:26.675588,2025-03-08T22:58:26.675588,19.42686,-99.293299,01000
777781de-b3e5-435d-b1ec-c338e2d534f2,3,2025-04-24T01:53:07.675588,2025-04-25T07:53:07.675588,19.547726,-99.106946,
395f67a2-b8a9-45e5-91c4-cae02e66c936,1,2025-03-19T05:08:01.675588,,19.478555,-99.120281,09030
ce2bc421-50b4-46ee-97c3-dd7c3f7d62ad,1,2024-12-06T01:42:37.675588,2024-12-06T19:42:37.675588,19.48064,-99.194356,01000
8e3b954e-dc69-4721-b2f3-01613f067ce4,6,2025-02-19T16:02:48.675588,,19.387335,-99.289277,04200
6eaf1c57-338a-48f0-a5b7-63e86966b4a4,6,2025-03-21T21:59:40.675588,,19.524363,-99.116508,01000
7b30ab04-1271-42e2-8592-ad6ba56fe4c5,48,2024-11-06T20:01:47.675588,,19.537932,-99.053882,06470
777781de-b3e5-435d-b1ec-c338e2d534f2,44,2025-01-26T02:10:26.675588,,19.353531,-99.052372,01000
